parts_id,parts_name
i1-2615,"32"" ID Tank sump cover-green"
i1-2616,"T17328-G1 PCB pump preset display,ADV"
i1-2617,ZVA2-4.1 EK044 unleaded nozzle without scuffgard & splashgard-Refurbished
i1-2618,500 amp jumper cable c/w clips
i1-2619,"634B-0180, 4"" OPW Kamlock dust cap"
i1-2620,"633AST-0400, 4"" x 4"" OPW Kamlock adaptor-Female"
i1-2621,"634BK-0100, 3"" OPW Kamlock lockable cap,alum"
i1-2622,"633AST-0300, 3"" x 3"" OPW Kamlock adaptor"
i1-2623,Encore 500S-NA1 4H2P Dispenser with EMT.
i1-2624,1.5hp FE Petro STP motor only (used)
i1-2625,3/4 hp Red Jacket STP motor only (used)
i1-2626,1.5hp Red Jacket STP Motor only (used)
i1-2627,E300NA2-6H-R-PRIMAX95/97-208mmX378mm
i1-2628,ENC300 DYNAMIC DIESEL EURO5 left 208mm x 378mm x 0.5mm thk
i1-2629,Emergency shear valve pin for OPW10BHMP
i1-2630,Encore 500S-NA0 2H1P Dispenser with EMT
i1-2631,ZVA2-4.1 EK044 Leaded nozzle without scuffguard & splashguard-refurbished
i1-2632,"11.0003 Casting,baseplate BEP/FEP-Aluminium"
i1-2633,"11.0006 Casting,top cover FEP, aluminium"
i1-2634,"NC contact,screw type"
i1-2635,"Side panel sticker E500S-DYNAMIC DIESEL-EURO5, 125 X 535MM"
i1-2636,860091-301 TLS450 Plus touch screen console with printer
i1-2637,333545-001 TLS450 software application
i1-2638,332812-001 Universal sensor/probe interface module
i1-2639,332813-001 Universal input/output interface module
i1-2640,332972-008 Risk Management software
i1-2641,859080-002 Digital Pressure line leak detector with swift check valve
i1-2642,11BW-3102NFM OPW auto nozzle with leaded aircraft grade spout
i1-2643,"Left side, Petronas Ken sticker lower panel, green-body wrapping 577mm x 965mm"
i1-2644,"Right side, Petronas Ken sticker lower panel, green-body wrapping 577mm x 965mm"
i1-2645,"Petronas Ken sticker side sheath, green-body wrapping 535mm x 795mm"
i1-2646,"M04161B001 Transformer,Mini PS100 240AC/24DC/4"
i1-2647,"4X2 OPV extractor tee c/w 2"" x 11"" overfill prevention ball float valve"
i1-2648,"3"" x 4' Vapor reccovery adaptor c/w 4"" top seal valve cap"
i1-2649,"S80-2760-GREY-D400  80cmX80cmX60cm solid base sump c/w corbrl,76cm dia cvr & composite frame"
i1-2650,ENC300 DYNAMIC DIESEL EURO5-Right 208mm x 378mm x 0.5mm thk
i1-2651,330020-816 Liquid crystal display
i1-2652,LE91050 controller card for Frontier .
i1-2653,"2"" alum dust cap"
i1-2654,"Product Sticker DIESEL EURO 5,right, 205m x 333mm x 0.5mm thk for 500S (Petronas)"
i1-2655,Lower panel sticker-Petronas green-576mm x 965mm-Triangle -front
i1-2656,Lower panel sticker-Petronas green-576mm x 965mm-Triangle-back
i1-2657,Side panel sticker-Petronas green-535mm x 793mm
i1-2658,788901-300 #7889 Veeder Root 5 wheel preset meter register
i1-2659,FL450BLACK-D400 D400 version of FL450 + FL450F alum frame
i1-2660,760049-002 Pulser disc for Wayne Vista V2
i1-2661,FE Petro Mag VFC-Recond
i1-2662,R19156-01 Nozzle boot
i1-2663,T18441-02 Bracket-manifold
i1-2664,R19090-01 Bracket-meter
i1-2665,T18405-01 Bracket-meter
i1-2666,K93774 Flux washer
i1-2667,N16599-101 Coil seal washer
i1-2668,M07697K001 Encore E-CIM main display lens (kit of 2 lenses)
i1-2669,VDR-35 Safetyware Protecto double dipped gauntlet style insulated blue PVC fully coated gloves
i1-2670,"M11697B001 Contactless card ,reader antenna assy"
i1-2671,"Lower panel sticker-CALTEX, 975mm x 665mm"
i1-2672,Sight glass(boron cilicate) 30mm OD x 2.8mm thk x 25mm Ht
i1-2673,"M03615A002 PCA,Ultra Hi Interface"
i1-2674,"Totaliser decal, 45mm x 120mm-Chevron"
i1-2675,"4X4 HPI Premium 95, 205mm x 333mm-Chevron"
i1-2676,"Bezel door upper door black graphics, 205mm x 425mm-Chevron"
i1-2677,M03171A002 LC meter & pulser assy
i1-2678,"Q12448-04S Kit, lamp subminiature Incan (50 pcs per kit)"
i1-2679,"N08028 Cover,meter cylinder-alum"
i1-2680,Q75023 Face plate decal for PCL D10
i1-2681,EURO 5 Decal set for Gilbarco Adv 4H (per nozzle)
i1-2682,EURO 5 Decal set for Gilbarco Encore 500 4H (per nozzle)
i1-2683,EURO 5 Decal set for Gilbarco Legacy (ET pump) per nozzle
i1-2684,EURO 5 Decal set for Wayne Vista 4H (per nozzle)
i1-2685,EURO 5 Decal set for Tatsuno 4H (per nozzle)
i1-2686,794380-322 Disc containment pan sensor
i1-2687,794380-352 Disc containment sump sensor
i1-2688,848460-003 PLLD sensor with swift check valve
i1-2689,"857080-212  24"" Mag sump densor with leak detection"
i1-2690,"849600-101 Mag i probe kit 2"", cable length 5' (Diesel)"
i1-2691,M14385K001 Incandescent to LED backlight adaptor kit 3+0
i1-2692,M14385K003 Incandescent to LED backlight adaptor kit 3+0 dual
i1-2693,SSB16 ZVA safety swivel break
i1-2694,M00588B002 one Piece outer column s/s sheathing E300
i1-2695,M02959A002 Frames weldment CD housing E300
i1-2696,M00848B001 Lower panel E300
i1-2697,M6 x 16 s/s cap screw DIN912 FT
i1-2698,M6 SS31 Nut-DIN9346
i1-2699,M5 x 16 SS CSK machine screw DIN965
i1-2700,"M06036B001 Display,2 line LCD,6 digits"
i1-2701,PETRON NBV Blank 95 - 90 x 340mm
i1-2702,PETRON NBV Blank 97-90 x 340mm
i1-2703,PETRON NBV Blank ADO- 90 x 340mm
i1-2704,PETRON Adv-POD blank -CP-362 x 288mm (without keypad slot)
i1-2705,PETRON Adv Blank 2H/4H-340 x 195mm
i1-2706,PETRON Adv-DCBD-340 x 343mm
i1-2707,PETRON Adv HPI 95 -341 x 65mm
i1-2708,PETRON Adv 2h main display 3W-330 x 285mm
i1-2709,PETRON Adv 2h blank-340 x 195mm
i1-2710,PETRON Adsv 2h DCBD blank-340 x 343mm
i1-2711,"1/4"" x 100m long PCL air hose without fittings."
i1-2712,"3/4"" x 9Ft Goodyear hose c/w couplings"
i1-2713,"OPW 241TPS-7575 2 plane swivel 3/4"" m x 3/4"" f with s/s ball."
i1-2715,"T20115-G1 Chassis, 48"" frame for Adv"
i1-2716,"T18600-G1 Top cover, 48"" Adv"
i1-2717,"W03112-02 Coulmn, pumps Adv"
i1-2718,T17461-G2 valve driver board Adv
i1-2719,T18156-G1 hydraulic interface board Adv
i1-2720,K77558-28 Cotter pin Adv
i1-2721,140876475 CPU board for SK700
i1-2722,140970835 Combi main display for SK700
i1-2723,140836076 proportional valve drive board for SK700
i1-2724,"W03573-91 Base 48"" Adv"
i1-2725,"W03012-02 Upper piping housing support,36"" Adv"
i1-2726,W02871-03 one piece outer sheathing Adv
i1-2727,W030787-01 Inner sheathing Adv
i1-2728,"W02755-G2 Lower access panel 48"" Adv"
i1-2729,"W02982-02 Cover,upper housing (top cover) Adv"
i1-2730,W02979-G1 Tube assy Adv
i1-2731,W03621-G1 Tube assy Adv
i1-2732,W02978-G1 Tube assy Adv
i1-2733,"W02972-02 Column,dispenser Adv"
i1-2734,"T18837-01 Bottom plate,upper housing Adv"
i1-2735,ADELA full body harness complete set # FPE-100-SET
i1-2736,"19"" Steel CP manhole cover"
i1-2737,"Numbering, Rubin Red.#1-18 (Petronas)"
i1-2738,Brady 143150 Compact safety lock;keyed different;RED
i1-2739,Brady 90844 Moniature circuit breaker lockout;pin out standard
i1-2740,"Safety shoe with steel toe cap and steel lined sole,black.low cut. ""No Comment "" brand."
i1-2741,90cm height safety cone with single reflective sticker
i1-2742,"ZVA SL16x3.05m hose both ends V16 black 1"" Chr both ends KS16 black AK slv with one side CS16 blue"
i1-2743,"ZVA SL25 x 4m hose ,black,both ends V25 1"" chromed both ends"
i1-2744,"ZVA SL21x4m blue hose ,ends M21 1"" chr ends KS21 blk AK slv with 1 side CS21 blue c/w 2 dbl  npl 1"""
i1-2745,ZVA 25.41 SSB black nozzle ultra hi-flo with SSB25.1 safety breaks swivel c/w nozzleguard.
i1-2746,ZVA SL25.41 SSB blue automatic nozzle ultra hi-flo with SSB25.1 safety break swivel c/w nozzle guard
i1-2747,Scuffguard for ZVA25.41 SSB25 Black Hi Flo EK104
i1-2748,OID
i1-2749,Scuffguard for ZVA25.41 SSB25 Blue Hi flo EK104
i1-2750,VOID
i1-2751,"5/8"" x 12"" Contitech Short hose c/w cplgs"
i1-2752,"3/4"" x 12"" GY short hose c/w cplgs"
i1-2753,"M09922K001 Kit,ultrahigh interface w/ground wire upgrade"
i1-2754,"SG-1000N 1"" Sight glass, Atex"
i1-2755,"SG9x1 Al propeller sight glass with plastic glass 1"" NPT male x 1"" BSP female"
i1-2756,"Elaflex PSB16.0 X 1 with BS16 green 1"" BSP male x 1"" BSP female safety break"
i1-2757,"Elaflex PSB16.0X1 with BS16 yellow 1"" BSP male x 1"" BSP female Safety break"
i1-2758,"Elaflex PSB16.0X1 with BS16 black 1"" BSP male x 1"" BSP female safety break"
i1-2759,"Elaflex PSB16.0X1 with BS16 blue 1"" BSP male x 1"" BSP female safety break"
i1-2760,"Elaflex 1"" SL25 x 3.66m black long hose ,both ends V25 1"" CR fittings"
i1-2761,"H2430004-01, 664 display board (new platform 2015)"
i1-2762,GL73110/WM001845 Wayne main display LCD (70 pins)
i1-2763,GL5785/Q12591-01 LCD display for Gilbarco legacy
i1-2764,GL71997-B/Q12444-03 Main display LCD (70 pins)
i1-2765,GL1099/T17549-G1 Programmable Manager membrane switch keypad
i1-2766,"16.5"" checkered plate manhole cover"
i1-2767,"1"" x 15ft Contitech Flexsteel hose c/w cplgs"
i1-2768,SKB26 Bare Block
i1-2769,"Q12448-04S-A lamp,subminiature Incan"
i1-2770,"634BK 3"" lockable cap"
i1-2771,"5/8"" x 9ft long Contitech hose c/w cplgs"
i1-2772,"Encore300NA2 Dispenser non card,used."
i1-2773,PETRON S-VPI-RON100 - 90x340mm
i1-2774,PETRON S-VPI-EURO5  - 90x340mm
i1-2775,PETRON S-VPI-R100 - 90x340mm-blank(Right side)
i1-2776,S-VPI-EURO5 - 90x340mm-blank (right side)
i1-2777,PETRON logo GEN-VPI-R100-195x341mm B03 Adv
i1-2778,PETRON logo GEN-VPI-EURO5-195x341mm B03 Adv
i1-2779,PETRON ADV-PPU-R100 - 109x205mm B03 Adv
i1-2780,PETRON ADV-PPU-EURO5 109x205mm B03 Adv
i1-2781,"100cm (h) soft PE traffic cone with single 6"" reflective collar #CONE=SPERB-HX-10055"
i1-2782,Encore 500S-NC1 4H2P pump unit
i1-2783,BW Metallic sintered particulate filter #GA-MFILTER for gas detection unit.
i1-2784,"#144-372-5 Capacitor 40 MFD 1.75"" x 3.75"" H"
i1-2785,"#144-373-5 Capacitor 40 MFD 2"" x 2.875"" H"
i1-2786,18w Fluorescent tube 2ft long
i1-2787,"634BK-0200 ,4"" Kamlock lockable cap,alum"
i1-2788,"53VML-0180 , 2"" X 18"" Ball float vent valve"
i1-2789,oil seal CR9303 (32204521)
i1-2790,"ConvenStands ""WORK IN PROGRESS' 630mm(H) x 300mm(base) x 210mm(top)"
i1-2791,18w Fluorescent tube 18W/54 #PFT-FLUO-18/54
i1-2792,40w choke/ballast #CHK-40W-6LLW-AMBER
i1-2793,"20w choke/ballast,SIRIM 6LL #CHK-20W-6LLW-AMBER"
i1-2794,Pelican Super Saberlite explosion proof flashlight #2000C
i1-2795,PUMA#PK2090 2hp air compressor c/w 90L air receiver
i1-2796,"ER042.7 reduced spout OD 21mm (5/8"")"
i1-2797,"ER 042.1 Spout OD 25mm (3/4"")"
i1-2798,Carlo Gavazzi relay only RCP 8 002 230VAC
i1-2799,CRA-1515 OPW Coax riser adaptor c/w o-ring seal.
i1-2800,ABB relay MK2P 8pin 240v AC
i1-2801,M13170A001 PCA door node 3
i1-2802,SK700-PRIMAX95-322mm x 100mm sticker
i1-2803,SK700-PRIMAX97-322mm x 100mm sticker
i1-2804,SK700-DYNAMIC DIESEL-322mm x 100mm sticker
i1-2805,"1 1/2"" Kinco/Yodoshi GI Elbow, 45 deg"
i1-2806,EK104 Scuffguard ZVA25-black
i1-2807,EK104 Scuffguard ZVA25-blue
i1-2808,BS16 Break sleeve -black
i1-2809,BS16 Break sleeve-blue
i1-2810,BS16 Break sleeve-green
i1-2811,BS16 Break sleeve-yellow
i1-2812,EK044 Scuffguard-green
i1-2813,EK044 Scuffguard-yellow
i1-2814,EK044 Scuffguard-black
i1-2815,EK044 Scuffguard-blue
i1-2816,EK652 Splashguard-green
i1-2817,EK652 Splashguard-yellow
i1-2818,EK652 Splashgaurd-black
i1-2819,EK652 Splashguard-blue
i1-2820,EK043 Product sleeve-green
i1-2821,EK043 Product sleeve-yellow
i1-2822,EK043 Product sleeve-black
i1-2823,EK043 Product sleeve-blue
i1-2824,EK038 Comfigrip-black
i1-2825,M01068B102  Motor 3/4hp for Encore
i1-2826,M01068B102R Motor 3/4hp for Encore
i1-2827,410152-001 Check valve housing kit
i1-2828,Ansell 58-535 AlphaTec fully coated nitrile chemical resistance glove
i1-2829,Grade brand panel-Premium95/95-Chevron-426mm x 205mm
i1-2830,Grade brand panel-BioDiesel/97-Chevron-426mm x 205mm
i1-2831,T18024-G2R PCB hidraulic interface assy-recond.
i1-2832,Neoprene gasket 3mm thk x 68mm OD x 19.5mm ID for FE Petro Check valve
i1-2833,T17962-G1R PCB LCD main display assy-Recond
i1-2834,M13714A001R PCA Blender PPU-recond
i1-2835,T20005-G4R Pump controller board-recond
i1-2836,Faceplate decal 374mm x 240mm for PCL D10 inflator (PETRON)
i1-2837,FNZ-1001B028-001 Tatsuno STC nozzle guard - Yellow (PETRON)
i1-2838,fnz-1001b028-004 Tatsuno STC nozzle guard - black (PETRON)
i1-2839,FNZ-1001B028-005 Tatsuno STC nozzle guard - Green (PETRON)
i1-2840,B209-BL-95X39 Tatsuno trigger nozzle sticker - Diesel (PETRON) small
i1-2841,FNZ100B032-004 Tatsuno STC splash guard - black
i1-2842,Advantage wide frame sticker - 362mm x 288mm - Caltex
i1-2843,Advantage narrow frame sticker - 330mm x 287mm - Caltex
i1-2844,Wayne Helix/Vista  sticker - 115mm x 126mm - Caltex
i1-2845,Encore 500S sticker - 90mm 68.5mm sticker - Caltex
i1-2846,001-048015 Wayne Inteligent meter (SC09167)/ 4V Piston meter
i1-2847,"EP-1796-B01 CPU Board , Sunny XE for Tatsuno"
i1-2848,Encore 500S-NA2 6H3P Dispenser with EMT
i1-2849,Grade brand panel-95/97 Chevron-426mm x 205mm
i1-2850,"M02321A005 assy, 2 stage valve UREA"
i1-2851,Left nozzle boot overlay-Premium 95-CHEVRON-115mm x 425mm
i1-2852,"Elaflex SL21 blue x 4.0m c/w both ends KS21 black,M21-1"" Cr BSP Chr fittings,1 side BS21 break sleev"
i1-2853,"DN 1 double nipple 1"" BSP male fitting for Elaflex hose"
i1-2854,C03649M blue scuff guard for 11 B
i1-2855,8B-0500 Blue splash guard
i1-2856,Stk bezel door upper graphics-Premium 95/97-205mm x 131mm-CHEVRON
i1-2857,Stk bezel door upper graphics-EURO 5 205mm x 131mm-CHEVRON
i1-2858,Stk left nozzle boot overlay-CHEVRON
i1-2859,Stk Right nozzle boot overlay-Premium 97-115mm x 425mm-CHEVRON
i1-2860,"STK Grade panel 95, middle (PPL) 205mm x 426mm-CHEVRON"
i1-2861,"Stk grade panel, EURO 5-205mm x 426mm -CHEVRON"
i1-2862,Stk grade panel Bio Diesel/95/97 (PPL) 205mm x 426mm-CHEVRON
i1-2863,Stk grade panel Bio Euro 5/95/97 (PPL) 205mm x 426mm-CHEVRON
i1-2864,"PSB16.0X1 , 1"" safety break-Recond."
i1-2865,71.1207 FRP Decal -BHP
i1-2866,M02774A001  PCA Encore power supply 2
i1-2867,BW GasAlertNax XT-II Gas detector model XT-XWHM-Y-OR
i1-2868,"PF95001 Motor, 1hp 1p 50hz, ATEX"
i1-2869,M09593A001 Pumping unit GPU-90-Vane
i1-2870,002-201628 solenoid coil
i1-2871,"OPW 45-5060  Swivel 2-plane 3/4""M x 3/4""F NPT"
i1-2872,FL100-GREY-CD comp manhole cover c/w frame & FC-254-KH grey dip cover
i1-2873,4kg ABC dry powder fire extinguisher
i1-2874,PCL DS36 Analog dial PSI/KPA (SC58150) for QUANTUM
i1-2875,PETRON NBV Blank R100 - 90 x 340mm
i1-2876,PETRON NBV Blank EURO5-90x 340mm
i1-2877,PETRON-S-GEN-4H-HPI-ADO-L-207 x 377mm
i1-2878,PETRON S-GEN-4H-HPI-R100-L-207 x 377mm
i1-2879,PETRON-S-GEN-4H-EURO5-L-207 x 377mm
i1-2880,PETRON S-GEN-VPI-R100-406 x 104mm decal
i1-2881,PETRON S-GEN-VPI-EURO5-406 x 104mm decal
i1-2882,PETRON S-GEN-4H-HPI-ADO-R-207 x 377mm
i1-2883,PETRON S-GEN-4H-HPI-R100-R-207 x 377mm
i1-2884,PETRON S-GEN-4H-HPI-EURO5-R-207 x 377mm
i1-2885,PETRON S-GEN-2H-HPI-EURO5-419 x 377mm
i1-2886,PETRON 6H-HPI-R-R95+L-R97-277 x 377mm-Right side
i1-2887,PETRON 6H-HPI-R-R95+L-R95-277 x 377mm-Right side
i1-2888,PETRON 6H-HPI-R-R95+L-R100-277 x 377mm-Right side
i1-2889,PETRON 6H-HPI-R-R97+L-R95-277 x 377mm-Right side
i1-2890,PETRON 6H-HPI-R-EURO5+L-R95-277 x 377mm-Right side
i1-2891,PETRON 6H-HPI-R-R95+L-ADO-277 x 377mm-Right side
i1-2892,PETRON 6H-HPI-ADO-140 x 377mm-Left side
i1-2893,PETRON LEGACY HPI-R95-546 x 57mm
i1-2894,PETRON GEN-4X4-3W-R95-207 x 377mm
i1-2895,410153-002 High pressure check valve assy
i1-2896,CKG1106-G1 Top panel lock kit for Endeavor
i1-2897,"329263-002 Module,interconnect board"
i1-2898,329328-002 Keyboard group
i1-2899,"329348-001 Module,local printer,TLS350"
i1-2900,5760056-814 IC carrier for software ROM chips
i1-2901,"576006-842 Connector, 12 pos"
i1-2902,"576006-848 Sensor,plug 16 pos"
i1-2903,"576006-979 Plug 4 pos ,probe"
i1-2904,576006-855 Plug 2 pos AC input
i1-2905,"576006-860 Module, plug 18 pos, type B"
i1-2906,ER-1270U00 Display Assy for Tatsuno XE pump
i1-2907,ZQ-1822-B0 Keys for Tatsuno XE pump
i1-2908,ZQ-1822-B0 single key for Tatsuno Sunny XE pump
i1-2909,Circular PE tank sump base 114.3cm dia x H107.5cm x 80cm dia collar c/w 80cm PE cover
i1-2910,FNA-1001B004-001 Trigger splash guard-Black
i1-2911,FNZ-1002-B034-004 Trigger nozzle guard-Black
i1-2912,329213-002 Printer gear
i1-2913,"329339-001 Module,single cover group-1 module"
i1-2914,"329340-001 Module, 6 slot cover TLS350,TLS350Plus,TLS350R cover group-6 module"
i1-2915,"329344-001 Printer cable, 6 conductor"
i1-2916,"329363-001 Blank left hand door,no printer"
i1-2917,"329372-001 Button set, 24 piece key cap set"
i1-2918,332609-001 Dual-port board cable
i1-2919,"576007-115 Transformer 230v TLS350,TLS350Plus,TLS350R"
i1-2920,"5/8"" x 20ft long Contitech hose c/w cplgs"
i1-2921,"Pressure gauge 100psi mdl P251(A) oil filled 63mm dial 1/4"" BPST connection with calibration cert."
i1-2922,"3/4"" NPT x 1"" BSPT SS304 reducing nipple"
i1-2923,860091-301 TLS450 Plus touchscreen console with printer
i1-2924,333545-001 TLS450 Operatring system & ATG functionality software
i1-2925,332812-001 Universal sensor/probe interface module
i1-2926,"846396-107 Probe 8ft , 0.1 mag plus,HGP,water detection UL"
i1-2927,"846402-000 Install kit,mag plus gasoline, 4"" float 5ft cable"
i1-2928,"846402-001 Install kit, mag plus Diesel, 4"" float 5ft cable"
i1-2929,"312020-952 4"" metal probe cap/adapter kit"
i1-2930,333580-001 BIR/Accuchart CDIM 3 input-factory installed for TLS-450PLUS
i1-2931,848702-050 DIM installation kit (Wayne/Gilbarco)
i1-2932,"M04466B001 LED Backlight Array, IN"
i1-2933,"M04466B010 LED,backlight array,door node assy"
i1-2934,"M04466B003 Array,LED backlight, 5in PPU display"
i1-2935,SEB32  32mm Entry boot
i1-2936,SEB50  50mm Entry boot
i1-2937,"333593-001 ECPU2 board,TLS350 series"
i1-2938,329367-001  TLS350 complete keyboard door
i1-2939,331190-001  Module AC input 115v
i1-2940,329209-001  Printer paper roll cover
i1-2941,329210-001  Printer paper spool-half take up
i1-2942,329211-001  Shaft paper roll
i1-2943,"329212-001  Take up roll motor group,take up spool motor"
i1-2944,OMRON HC3R-A Timer relay c/w base
i1-2945,"21982335UA Pressure gauge, 3""-0-300PSI (back port)"
i1-2946,Model 89XDA-1346-1KP-112-22S-MYCX-4TVB-0000 Clipsal Digital tyre inflator (CHEVRON)
i1-2947,#OPB 608B Reflective object sensor
i1-2948,Fabricated panel for OPT
i1-2949,E500S-4H-PPL-205mm x 426mm stickers
i1-2950,EN500S-Main display-Yellow-236mm x 116mm sticker
i1-2951,T18162-G1R Power supply assy
i1-2952,M04811A001-R Power supply c/w transformer R20333-G1 assy
i1-2953,UF4007 Diode
i1-2954,LE91047L000-R Parallel display PCBA-Frontier
i1-2955,LE90824-R STP Relay Board-Frontier
i1-2956,LE91052-R Power supply PCBA-Frontier
i1-2957,L7805 Transistor
i1-2958,LM339 IC
i1-2959,T18666-G4R Blanking plate 2 hose Center
i1-2960,"3/4"" Contitech/Futura Flexsteel hose-RED-20022141"
i1-2961,"3/4"" Contitech/Futura Flexsteel hose-BLUE-20024745"
i1-2962,"1"" Contitech/Futura Flexsteel hose-BLUE-20024747"
i1-2963,GV00020 Solenoid valve
i1-2964,PE90003 Pulser box assy (includes Pulser PCBA)
i1-2965,GE00752 Electro-mechanical totalizer
i1-2966,"GL00291 Keypad assy (includes membrane,cover,PCBA& sealing O ring)"
i1-2967,LE90824 Relay card PCBA
i1-2968,LE90825 Electronic calibration card PCBA
i1-2969,LE91070 2 wire passive converter PCBA
i1-2970,LE91046L003 Main display PCBA
i1-2971,LE91052 Power supply PCBA
i1-2972,TSMAU63B6  63mm x 5.8m long straight pipe-single wall
i1-2973,TSMAUD110125B6  110mm x 5.8m long straight pipe-single wall
i1-2974,"SAFSW632  63MM X 2"" adapter female swivel"
i1-2975,SCE63  63mm Elbow 45deg
i1-2976,"SAFNP632  63mm x 2"" adapter female nickel plated"
i1-2977,SGEDW110  110mm coaxial elbow 90 deg
i1-2978,SCEDW110  110mm coaxial elbow 45 deg
i1-2979,SETFVKFLA110  110mm termination fitting kit with flange 110/125
i1-2980,"SAWFDNP1104  110mm x 4"" coaxial adapter female,NPT thread nickel plated"
i1-2981,SMEDWR110125  110mm coaxial straight connector
i1-2982,SEB125  125mm Entry boot
i1-2983,"M01208A001 Assy,CIM door with CRIND,gray 1804 w/option window"
i1-2984,EK147  Vacuum cap
i1-2985,EF250.3  Diaphragm spring 12.1 x 43 x 0.7mm
i1-2986,EA151  Diaphragm assy
i1-2987,EA243.4  Safety cut ot ball assy
i1-2988,EB384  Spout bolt
i1-2989,EO379  O Ring 29.1 x 2.55
i1-2990,EF184  Hold open latch
i1-2991,EF362  Main spring 19 x 79 x 2.3mm
i1-2992,EA158.1  Pull rod assy
i1-2993,EF378  Check valve spring 22 x 73 x 1.2mm
i1-2994,EV374  Poppet
i1-2995,EG377  Valve seat (Bronze)
i1-2996,"EB280  Removable latch pin,standard"
i1-2997,EA055  Unified valve assy
i1-2998,EA389  Lever assy 55mm
i1-2999,"EA037  Assy for ZVA unified valve consist of EA055,EF060.1,EF064.1 & EF058.1"
i1-3000,S15CR-390-WT-D400-Grey chamber system with load rated cover
i1-3001,"S0-1120-MD-GREY Sump with flat sealed grey cover ,composite frame & PSB110"
i1-3002,S15-EX300 300mm deep extension with bonding sealant for S15CR Chamber system
i1-3003,EPOXY-101-KIT Epoxy bonding kit for collar ring sump installation.
i1-3004,"FC15-SWM12  1.5"" Flexible connector MIS x M-12"" long"
i1-3005,"53VML-0120  2"" x 12"" ball float vent valve"
i1-3006,233-4420  4 x 2 Extractor fitting without cage
i1-3007,"523V-2200  2"" Pressure vacuum vent"
i1-3008,"2"" x 1.5"" Kinko GI reducing bush bspt"
i1-3009,"4"" Dia x 6m long Galvanized C pipe"
i1-3010,"4"" GI Tee-bspt-Kinko/Yodoshi"
i1-3011,"4"" GI Plug bspt-Kinko/Yodoshi"
i1-3012,19RAM1  Manual scraper
i1-3013,"Product sticker ,DIESEL EURO5, transparent sht, left, 205x333x0.5mm thk for E500S (Petronas)"
i1-3014,3PH Motor for Car Hoist
i1-3015,"Dixon 3"" Top seal delivery elbow c/w alum adaptor,bottom inlet female BSPT thread"
i1-3016,"3"" OPW 634BK  alum lockable cap"
i1-3017,"4"" OPW 634BK Alum lockable cap"
i1-3018,"3"" TEC 633F alum kamlok adaptor ,male BSPT thread"
i1-3019,"4"" TEC 633A alum kamlok adaptor,female BSPT thread"
i1-3020,"4"" dia x 75cm long riser pipe, one side NPT,one side BSPT"
i1-3021,GOOT GS-100 Sucker
i1-3022,846360-109 Mag plus probe 10ft
i1-3023,846360-108 Mag plus probe 9ft
i1-3024,"TSMAD50R75  50mm (1.5"") double wall pipe"
i1-3025,"SETFCV50  50mm (1.5"") double wall terminating fitting with test port (compact)"
i1-3026,"STEDW50  50mm (1.5"") coaxial double wall equal tee"
i1-3027,"SGEDW50  50mm (1.5"") coaxial double wall elbow 90 deg"
i1-3028,"SAWFDNP50112NPT  50mm x 1.5"" double wall coaxial adapter,female,NPT thread,nickel plated"
i1-3029,"SAFNP50112NPT  50mm x 1.5"" adapter,female,NPT thread,nickel plated"
i1-3030,"SAMNP50112NPT  50mm x 1.5"" adapter,male"
i1-3031,F160-1SH Frontier high flow single pump
i1-3032,"860091-301  TLS450 Plus touch screen console with printer,dual RS-232,UL"
i1-3033,333545-001 TLS450 Plus Operating system & ATG functionality software
i1-3034,332812-001 Universal sensor/probe interface module (factory installed)
i1-3035,333580-001  BIR/AccuChart CDIM 3 input (factory installed for TLS450 Plus)
i1-3036,"846396-107  8' Probe,0.1 Mag Plus,HGP,water detection,UL"
i1-3037,"846402-100  Install kit,Mag Plus Gasoline, 2"" float 5ft cable"
i1-3038,"846402-101  Install kit,Mag Plus Diesel, 2"" float 5ft cable"
i1-3039,"312020-952  4"" cap & adapter kit"
i1-3040,"848702-050  DIM installation kit,Gilbarco Transac, 50' cable"
i1-3041,"848703-050  DIM installation kit, Wayne, 50' cable"
i1-3042,FGK-S15CR Tank collar ring fibreglass kit for S15CR
i1-3043,"39"" Environ Composite manhole cover c/w skirting"
i1-3044,"M14549A606008 Bezel (main door) 4 boot, 2957W2"
i1-3045,L-shape safety vest c/w 1 strip & 2 braces 0f 50mm fluorescent ye;;ow hiGloss refelctive tape
i1-3046,Encore500S NP6 2H2P one sided Ultra High dispenser
i1-3047,E500S-2H-PPL-205mm x 426mm stickers
i1-3048,E500S-6H-PPL-205mm x 426mm stickers
i1-3049,E500S-8H-PPL-205mm x 426mm stickers
i1-3050,"Frontier model F210-3S 2H2P ,240V50hz pump"
i1-3051,FNZ-1002B034-001 Trigger nozzle guard-Yellow (Synergy F1)
i1-3052,FN-1002B034-005 Trigger nozzle guard-Green (Synergy F1)
i1-3053,SS304 PH m/screw M3 x 25mm long
i1-3054,SS304 lock nut M3
i1-3055,PETRON Logo GEN-VPI-RON100 70mm x 341mm Wayne
i1-3056,PETRON Logo GEN-VPI-EURO5 70mm x 341mm WAYNE
i1-3057,PETRON Logo GEN-VPI-BLANK 70mm x 341mm WAYNE
i1-3058,PETRON side decal GEN-VPI-RON100 90mm x 475mm WAYNE
i1-3059,PETRON side decal GEN-VPI-EURO5 90mm x 475mm WAYNE
